,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
ITGAL,0.014195915,0.41989437,0.18789375,0.39895195,0.54023665,0.25916082,0.079553455,0.2111259,-0.24097943,0.57323503,0.3989847,1.0381373,0.34347567,0.7491741,0.5171735,0.72823167,0.8695164,0.58844054,0.4088332,0.54040563,0.08830032,0.9025148,0.72826445,1.3674171
PDK2,-0.6260598,0.22920199,-0.41008356,0.36868846,0.048568916,0.3443444,-0.02672456,0.21020415,-0.48882505,-0.040832657,-0.15615062,0.084621094,-0.60259956,0.2526622,-0.38662332,0.3921487,0.07202915,0.36780465,-0.0032643247,0.2336644,-0.4653648,-0.017372422,-0.13269038,0.108081326
ITGA3,-1.1573455,-0.77318716,-0.2745075,-0.9309943,-1.1268965,-0.7883106,-0.9087831,-0.57656354,-1.5048274,-1.1303532,-0.96461046,-1.8064322,-1.0228597,-0.6387013,-0.14002164,-0.79650843,-0.99241066,-0.65382475,-0.77429724,-0.4420777,-1.3703415,-0.9958674,-0.8301246,-1.6719464
ZFX,-0.39641422,-0.04974731,0.3969692,-0.23013471,-0.1591219,-0.17454965,0.22624274,-0.2758554,-0.3069708,-0.2746992,0.018222965,0.25113097,-0.31770036,0.028966561,0.47568306,-0.15142083,-0.08040803,-0.09583578,0.30495661,-0.19714153,-0.22825694,-0.19598535,0.09693684,0.32984483
LAMP2,0.4018382,0.24097607,0.39352748,0.30077365,0.09880968,0.27431032,0.26118332,0.21482974,0.29473948,0.25360373,0.2214667,0.3106921,0.670933,0.5100709,0.66262233,0.56986845,0.3679045,0.5434052,0.53027815,0.48392457,0.5638343,0.5226985,0.49056154,0.5797869
ASB4,-0.4104263,0.01932665,-0.17303173,0.39827827,-0.03377528,0.24899822,0.23395367,0.020310722,-0.045840852,0.072586656,-0.4658716,0.66925824,-0.28150517,0.14824778,-0.04411061,0.5271994,0.09514584,0.37791935,0.3628748,0.14923185,0.08308027,0.20150778,-0.33695048,0.7981794
GDE1,-0.3662068,-0.28340542,-0.23079954,-0.42158744,-0.1727173,-0.19588165,0.115986474,-0.39462924,-0.1789228,-0.29096055,-0.14581707,-0.44004774,-0.41697276,-0.33417138,-0.28156552,-0.4723534,-0.22348326,-0.24664763,0.065220505,-0.4453952,-0.22968876,-0.3417265,-0.19658303,-0.4908137
REX1BD,-0.5800619,-0.49408123,-0.3243309,0.08166018,0.1508052,-0.1076242,-0.25273445,0.10761183,-0.6386842,-0.29576182,-0.46517572,-0.2737666,-0.5667679,-0.48078722,-0.31103688,0.09495419,0.16409922,-0.09433019,-0.23944044,0.12090584,-0.6253902,-0.2824678,-0.4518817,-0.2604726
OSBPL7,-0.7071965,-0.6330254,-0.34092596,-0.703537,-0.83382475,0.42154992,-0.43121207,0.34915084,-1.1126589,-0.3317053,-0.9894306,-0.38808578,-0.60448635,-0.5303153,-0.23821583,-0.60082686,-0.7311146,0.52426004,-0.32850194,0.45186096,-1.0099487,-0.22899517,-0.8867205,-0.28537565
TMEM98,-0.35950994,-0.28367355,-0.3614447,-0.3558392,-0.210016,-0.11151286,-0.7182371,-0.042939506,-0.34972155,-0.22205473,-0.41923326,-0.29533496,-0.35648462,-0.28064823,-0.3584194,-0.35281387,-0.20699067,-0.10848754,-0.71521175,-0.039914183,-0.34669623,-0.21902941,-0.41620794,-0.29230964
TMEM132A,0.014560086,-0.02641337,-0.027461687,-0.5963874,-0.7068048,0.38432136,0.16181096,0.37983054,-0.90985775,-0.622594,-0.879686,-1.1771996,-0.15549678,-0.19647023,-0.19751856,-0.76644427,-0.8768617,0.2142645,-0.0082459,0.20977367,-1.0799146,-0.7926509,-1.0497428,-1.3472564
AP2B1,-0.6049461,0.07170744,0.10639092,-0.5593025,-0.35473132,-0.13351375,-0.2379414,-0.20162919,-0.49508765,-0.37676975,-0.05077578,-0.42608234,-0.6061873,0.070466265,0.105149746,-0.5605437,-0.3559725,-0.13475493,-0.23918258,-0.20287037,-0.49632883,-0.37801093,-0.052016962,-0.42732352
ZNF263,-0.49642184,-0.12059219,-0.10266351,-0.1290189,0.018721007,-0.15110306,0.2815318,-0.35156688,-0.08433897,-0.369386,-0.29007643,-0.28230187,-0.40721798,-0.031388342,-0.01345966,-0.039815053,0.107924856,-0.061899215,0.37073565,-0.26236302,0.004864879,-0.28018212,-0.20087259,-0.19309802
CX3CL1,0.3039117,-0.58838606,-0.27452117,-0.3191881,-0.3213325,-0.053176776,-0.15877415,0.071449995,-0.13084668,-0.6010682,-1.0324059,-0.72973895,-0.12706986,-1.0193676,-0.70550275,-0.75016963,-0.7523141,-0.48415834,-0.5897557,-0.35953155,-0.56182826,-1.0320498,-1.4633874,-1.1607205
SPATA20,-0.14658976,-0.17199615,-0.27693573,-0.22182494,-0.27571884,0.14039448,0.08493973,0.010460523,-0.68941414,-0.38930842,-0.13985112,-0.17009184,0.11093679,0.0855304,-0.01940918,0.035701603,-0.018192291,0.39792103,0.3424663,0.26798707,-0.4318876,-0.13178188,0.11767542,0.08743471
TNFRSF12A,-0.33212137,-0.30533138,-0.35133487,-0.03420298,-0.13005659,0.454299,0.414483,-0.030258795,-0.42578843,-0.20849335,-0.16106693,-0.3068926,0.21119559,0.23798558,0.19198209,0.50911397,0.41326037,0.99761593,0.9578,0.5130582,0.11752853,0.3348236,0.38225,0.23642436
MAP3K9,0.048051182,0.11661975,0.26939723,-0.2187062,0.12650444,0.54459006,0.6222439,-0.12636071,-0.07753765,-0.41014206,0.08157768,-0.19824998,-0.12348619,-0.05491762,0.09785986,-0.3902436,-0.045032933,0.3730527,0.4507065,-0.29789808,-0.24907503,-0.58167946,-0.08995969,-0.36978734
RALA,-0.12598032,-0.32886013,-0.1409263,-0.3671064,-0.28080213,-0.29021418,-0.52006364,-0.24724159,0.09768592,-0.4193091,-0.017056445,-0.48006213,-0.3342603,-0.53714013,-0.3492063,-0.5753864,-0.48908213,-0.49849418,-0.7283436,-0.45552158,-0.11059408,-0.6275891,-0.22533645,-0.6883421
BAIAP2L1,-0.04036247,0.29317296,0.18870199,0.17193303,0.22477135,0.50672764,0.7244977,0.025659729,-0.20418449,0.09317175,0.1790634,0.1064966,0.44747245,0.7810079,0.6765369,0.659768,0.7126063,0.99456257,1.2123326,0.5134947,0.28365046,0.5810067,0.6668983,0.5943315
KDM7A,0.017936658,0.15137437,-0.031427268,0.17015217,0.021296576,-0.30336636,-0.049923144,0.036811184,0.28917137,-0.3519275,-0.0057835453,0.2656405,0.04003022,0.17346793,-0.0093337055,0.19224574,0.04339014,-0.2812728,-0.027829582,0.058904745,0.31126493,-0.32983392,0.016310018,0.28773406
ETV1,-0.017673746,0.2297441,-0.104833044,-0.4540726,-0.6893295,-0.2128392,0.23202555,-0.0011191159,-0.2753811,-0.5949676,-0.14202058,-0.59127116,-0.16058384,0.08683401,-0.24774313,-0.5969827,-0.8322396,-0.3557493,0.089115456,-0.14402921,-0.41829118,-0.7378777,-0.28493068,-0.7341813
ALDH3B1,-0.39768746,-0.6703585,-0.54020476,-0.7605282,-0.5147788,-0.5042561,-1.0357523,-0.27344283,-0.6042449,-0.90460384,-0.8454762,-1.1648775,-0.30729553,-0.57996655,-0.44981283,-0.6701363,-0.42438686,-0.4138642,-0.94536036,-0.1830509,-0.51385295,-0.8142119,-0.7550843,-1.0744857
TTC22,-0.2487453,-0.06031625,-0.2008691,-0.23440662,-0.075899474,0.3523806,-0.19054127,-0.057553645,-0.26642203,-0.09218053,-0.32438877,-0.16018733,-0.17120135,0.017227717,-0.12332513,-0.15686265,0.0016444921,0.42992458,-0.1129973,0.019990321,-0.18887806,-0.014636561,-0.2468448,-0.08264337
PHTF2,-0.73014605,-0.8688356,-0.27453798,-1.1405214,-0.87452465,-1.1486018,-0.64739156,-0.6583894,-0.8464695,-0.8277943,-0.88863,-1.1910652,-0.73178357,-0.87047315,-0.2761755,-1.1421589,-0.8761622,-1.1502392,-0.6490291,-0.6600269,-0.84810704,-0.82943183,-0.8902675,-1.1927027
FARP2,-0.18303776,0.079264596,0.17254576,-0.266164,-0.034623113,-0.10043633,0.2567444,-0.24256566,-0.32222283,-0.73060644,-0.03855356,0.10718316,-0.34561402,-0.08331168,0.009969488,-0.42874026,-0.19719939,-0.2630126,0.09416814,-0.40514195,-0.4847991,-0.8931827,-0.20112982,-0.055393115
GGCT,-0.15962228,-0.04983181,-0.37804744,-0.13504402,-0.38678962,-0.16353677,-0.39349976,-0.34793282,-0.03748945,-0.03217537,-0.14190046,-0.4045871,-0.12301556,-0.01322509,-0.3414407,-0.0984373,-0.3501829,-0.12693006,-0.35689303,-0.3113261,-0.0008827299,0.004431352,-0.10529374,-0.36798036
DBF4,0.4650872,-0.20601092,0.27727544,-0.17746067,-0.20157158,0.30633745,0.4469157,-0.06392248,0.9542139,-0.5816476,-0.12281696,-0.07172524,0.4911792,-0.17991893,0.30336744,-0.15136868,-0.17547959,0.33242944,0.47300768,-0.03783048,0.9803059,-0.5555556,-0.09672496,-0.04563324
TBXA2R,-0.35490793,-0.18339606,0.056260794,-0.054179855,-0.52858704,-0.10722525,0.0933509,-0.34524724,-0.52895784,-0.13049288,0.43366218,-0.5281095,-0.38596365,-0.21445176,0.025205083,-0.085235566,-0.55964273,-0.13828096,0.06229519,-0.37630296,-0.56001353,-0.16154858,0.40260646,-0.5591652
IFRD1,0.033445764,-0.4304206,0.107938096,-0.8109982,-0.4515875,-0.5543458,-0.4456037,-0.7555195,-0.27142355,-0.50663054,-0.2971397,-0.80024296,-0.119233415,-0.5830998,-0.04474108,-0.9636774,-0.60426664,-0.70702493,-0.5982829,-0.9081987,-0.42410272,-0.65930974,-0.44981888,-0.9529221
COX10,-0.48357803,0.13631545,0.057863228,-0.34106642,-0.42201972,0.004495606,-0.13442372,-0.106354035,-0.051256444,-0.12717158,0.13206793,-0.5037675,-0.40838784,0.21150564,0.13305342,-0.26587623,-0.34682953,0.07968579,-0.05923353,-0.031163849,0.023933742,-0.05198139,0.20725812,-0.4285773
GTF2IRD1,-0.85633844,-0.49011242,-0.29945114,-0.6891326,-0.7931947,-0.5893469,-0.32676113,-0.921847,-0.454543,-0.13554788,-0.87593687,-1.1323652,-0.9886329,-0.6224069,-0.43174562,-0.82142705,-0.9254892,-0.72164136,-0.4590556,-1.0541415,-0.5868375,-0.26784235,-1.0082314,-1.2646596
PAF1,-0.16436727,-0.24794507,-0.011362628,-0.31201613,-0.2423179,-0.012832585,0.18080986,-0.14775035,-0.24265137,-0.20390642,0.00062850065,-0.2752338,-0.041121,-0.124698795,0.11188365,-0.18876985,-0.119071625,0.11041369,0.30405614,-0.024504073,-0.1194051,-0.08066014,0.123874776,-0.15198752
VPS41,0.09605748,0.01159447,0.13019574,-0.118654676,0.13733473,-0.32227063,-0.23895077,0.005645004,-0.040305328,-0.29613867,-0.26411745,0.028671315,0.15965262,0.0751896,0.19379087,-0.055059545,0.20092987,-0.25867552,-0.17535564,0.06924014,0.023289803,-0.23254354,-0.20052232,0.09226645
ARHGAP44,-0.3718979,-0.25570512,-0.15013912,0.53041744,-0.39610305,-0.1539003,0.2059755,-0.24372068,-0.734837,-0.49999723,-0.041018248,-0.46744925,-0.316493,-0.20030022,-0.09473423,0.58582234,-0.34069815,-0.0984954,0.2613804,-0.18831578,-0.6794321,-0.44459233,0.014386646,-0.41204435
ELAC2,0.27762318,0.033709757,0.27212897,-0.17614287,-0.15773734,0.21229856,0.48150772,0.13536961,-0.4673526,-0.4222358,0.119419776,-0.034828823,0.21926275,-0.024650678,0.21376854,-0.2345033,-0.21609777,0.15393811,0.4231473,0.07700918,-0.525713,-0.4805962,0.06105934,-0.093189254
SCIN,-0.3741408,-0.3324838,0.28617984,0.34160322,-0.50731826,-0.7056399,0.49318635,-0.5563686,0.114612564,0.17773129,0.28123304,-0.4338264,-0.057874143,-0.016217142,0.6024465,0.6578699,-0.1910516,-0.38937324,0.809453,-0.24010193,0.43087924,0.49399793,0.5974997,-0.11755973
ARSD,0.20603442,0.2630643,0.48587826,0.20344591,-0.030061502,0.080072105,0.089003496,0.108532116,0.011982198,0.20315742,0.18320759,0.1786326,0.23396607,0.29099596,0.5138099,0.23137756,-0.0021298546,0.10800375,0.11693514,0.13646376,0.039913844,0.23108907,0.21113923,0.20656425
PNPLA4,0.45850885,0.24175157,0.34198794,0.5019511,-0.026198883,0.15850912,0.32540816,0.61314434,0.55754614,0.5916384,0.30608848,0.4753415,0.69827956,0.48152226,0.5817586,0.7417218,0.21357183,0.39827985,0.5651789,0.85291505,0.79731685,0.8314091,0.5458592,0.7151122
CDKL3,0.19751146,0.35248202,-0.37729868,-0.5172107,-0.33401334,0.04617166,-0.39294213,-0.17772968,-0.20039484,0.33316642,0.05556424,0.16576332,0.24641368,0.40138423,-0.32839647,-0.4683085,-0.28511113,0.09507387,-0.34403992,-0.12882747,-0.15149263,0.38206863,0.10446645,0.21466553
UPP2,-0.12790926,1.20016,0.03967049,0.47807306,0.073081456,0.6918368,-0.44400755,0.15774737,0.76135176,1.1149149,0.22304872,0.76602906,-0.102428935,1.2256403,0.06515081,0.5035534,0.09856178,0.7173171,-0.41852722,0.1832277,0.7868321,1.1403952,0.24852905,0.7915094
MARK4,-0.5290476,0.08424687,-0.3376504,-0.48412287,-0.3462714,0.09990071,-0.07066708,-0.28817618,-0.7686014,-0.42120972,-0.51260686,-0.6819032,-0.6640016,-0.050707094,-0.47260433,-0.61907685,-0.48122537,-0.035053253,-0.20562103,-0.42313015,-0.9035554,-0.55616367,-0.64756083,-0.81685716
PROM1,0.33734682,0.32103568,0.11800589,0.5735509,0.050103627,-0.276569,-0.23851565,0.4608169,0.1828921,-0.52407,-0.48525262,-0.37581706,0.6632571,0.646946,0.4439162,0.8994612,0.37601396,0.04934132,0.087394685,0.7867272,0.5088024,-0.1981597,-0.15934229,-0.04990673
CCDC124,-0.46282807,-0.24298383,-0.25567952,-0.08116402,-0.13172998,0.09233393,0.074397,-0.1047409,-0.213222,-0.0838135,-0.12536927,-0.29514334,-0.3916555,-0.17181127,-0.18450695,-0.009991452,-0.06055741,0.1635065,0.14556956,-0.033568338,-0.14204943,-0.012640938,-0.0541967,-0.22397077
PAFAH1B1,-0.46775225,-0.097110294,-0.057726018,-0.5902314,-0.5558078,-0.11578102,-0.3708816,-0.3564196,-0.49038854,-0.55013657,-0.3578995,-0.28986827,-0.3356743,0.034967683,0.07435196,-0.45815343,-0.42372984,0.01629696,-0.23880361,-0.22434162,-0.35831058,-0.41805857,-0.22582151,-0.15779029
GAS7,-2.1662478,-1.0298766,-1.6908252,-1.0325135,-1.0966161,-2.1716502,-2.2016485,-0.47608662,-2.0352395,-1.389326,-1.2919735,-1.4224355,-2.1294935,-0.9931223,-1.6540709,-0.9957592,-1.0598618,-2.1348958,-2.164894,-0.4393323,-1.9984851,-1.3525716,-1.2552191,-1.3856812
TRAPPC6A,0.29561114,-0.10747179,0.30801234,0.7901919,0.7198163,0.35338023,0.58595663,0.6095624,0.27106094,0.41560757,0.3077168,0.49931064,0.3898138,-0.0132691115,0.402215,0.8843946,0.814019,0.4475829,0.68015933,0.7037651,0.3652636,0.50981027,0.40191945,0.5935133
MATK,-0.22298066,-0.40785575,-0.0434059,0.14861476,0.38763243,-0.2444751,-0.013285301,-0.059279647,0.80233836,0.07777883,-0.031991173,-0.31597966,-0.16972184,-0.3545969,0.009852923,0.20187359,0.44089127,-0.19121628,0.039973523,-0.0060208216,0.8555972,0.13103765,0.021267653,-0.26272082
ST7L,-0.28327012,0.24052833,0.14617796,-0.24713515,-0.49744523,0.18008256,-0.20203814,-0.020792518,0.047782585,-0.11882736,-0.23592041,-0.18161926,-0.18461595,0.3391825,0.24483213,-0.14848098,-0.39879107,0.2787367,-0.10338397,0.07786165,0.14643675,-0.020173192,-0.13726625,-0.08296509
RPUSD1,-0.77787286,-0.2104891,-0.6300688,-0.10408481,0.008563032,0.28327987,0.6853173,0.08056694,-0.41013366,-0.22995053,-0.3070921,-0.49904096,-0.72456884,-0.15718506,-0.57676476,-0.050780777,0.061867066,0.3365839,0.7386213,0.13387097,-0.3568296,-0.1766465,-0.25378805,-0.4457369
RHBDF1,-0.67026013,-0.20398572,0.08011817,-0.5370278,-0.526293,0.06660785,0.33415228,0.18830366,-1.1327337,-0.5764706,-0.40589726,-0.6391156,-0.51761454,-0.051340148,0.23276374,-0.3843822,-0.3736474,0.21925342,0.48679787,0.34094924,-0.9800881,-0.42382503,-0.25325167,-0.48646998
LUC7L,-0.49323025,-0.5891493,-0.25967854,-0.8317111,-0.30208048,-0.0622862,-0.08921922,-0.16152863,-1.0013777,-0.19296335,-0.113747194,-0.1665798,-0.6133888,-0.7093078,-0.37983704,-0.9518696,-0.422239,-0.1824447,-0.20937774,-0.28168714,-1.1215363,-0.31312186,-0.2339057,-0.2867383
BAIAP3,0.35422572,0.5239477,0.82709825,0.44622055,0.91547257,0.29385456,-0.54421693,-0.041408565,-0.38701952,1.1460687,-0.12182635,0.8598127,0.18343166,0.35315365,0.6563042,0.27542648,0.7446785,0.123060495,-0.715011,-0.21220264,-0.5578136,0.9752746,-0.29262042,0.6890186
TSR3,-0.37280822,-0.25335816,-0.119127415,-0.15864447,-0.08009329,0.20846222,0.37812397,0.061243836,-0.30391067,0.044515386,-0.03289139,-0.40404612,-0.37042302,-0.25097296,-0.11674222,-0.15625927,-0.077708095,0.21084742,0.38050917,0.06362903,-0.30152547,0.04690058,-0.030506194,-0.40166092
PIGQ,-0.3675906,-0.6895827,-0.3689217,-0.1212713,0.3288939,-0.23820847,-0.084453896,0.00887657,-0.5251153,-0.65903336,-0.7328693,-0.71136385,-0.3074725,-0.62946457,-0.3088036,-0.061153177,0.389012,-0.17809035,-0.024335776,0.068994686,-0.4649972,-0.5989152,-0.6727512,-0.6512457
CRAMP1,-0.66878635,-0.6234432,-0.30813986,-0.7222635,-0.46530476,-0.26139915,0.416696,0.42607114,-0.7752338,-1.0179099,-0.26447776,-0.22276898,-0.9480306,-0.90268743,-0.5873841,-1.0015078,-0.744549,-0.54064333,0.1374518,0.14682692,-1.054478,-1.2971541,-0.543722,-0.5020132
TEAD3,-1.0248728,-0.8775307,-0.51779336,-0.6915357,-0.6116223,-0.8045529,-0.39125237,-0.24253444,-1.1141106,-0.7523449,-0.6382153,-0.5998268,-1.1585842,-1.0112422,-0.6515048,-0.82524717,-0.74533373,-0.93826437,-0.52496386,-0.37624592,-1.247822,-0.88605636,-0.77192676,-0.73353827
SELE,0.16199362,-0.1529075,-0.17682414,-0.22141105,0.10281551,-0.278563,-0.4340022,-0.22248577,0.087867744,-0.10305708,-0.16969833,0.31714788,0.44180146,0.12690033,0.1029837,0.058396786,0.38262334,0.001244843,-0.15419436,0.05732207,0.36767557,0.17675075,0.11010951,0.5969557
DNAJC11,-0.36769053,0.040501248,0.0535533,-0.20725743,-0.1511941,0.11397205,0.20722114,-0.1048961,-0.4028411,-0.21197146,-0.1510831,-0.24508446,-0.2007662,0.20742558,0.22047763,-0.040333107,0.015730232,0.28089637,0.37414545,0.06202823,-0.23591676,-0.045047134,0.01584123,-0.07816014
FMO3,0.60937697,0.5934383,0.62574154,0.90767413,0.47343722,0.2972884,-0.045235377,0.8412351,0.5848049,0.6615193,0.32957542,1.0139209,0.53369045,0.5177518,0.550055,0.8319876,0.39775074,0.22160189,-0.12092188,0.7655486,0.5091184,0.5858328,0.2538889,0.9382344
MYLIP,-0.7509316,-0.4503815,-0.55956936,-0.42799312,-0.58121544,-0.8335717,-0.041893095,-0.3986066,-0.40398693,-0.64402395,-0.15548486,-0.4506592,-0.5492328,-0.24868266,-0.35787052,-0.2262943,-0.3795166,-0.63187283,0.15980573,-0.19690777,-0.2022881,-0.44232512,0.04621397,-0.24896036
JARID2,-0.3682802,-0.53660226,-0.394656,-0.64861596,-0.5930343,-0.661812,-0.52129185,-0.24391505,-0.5548932,-0.81906784,-0.67509866,-0.30179107,-0.21918775,-0.38750982,-0.24556355,-0.49952352,-0.4439419,-0.5127196,-0.37219942,-0.0948226,-0.40580076,-0.6699754,-0.5260062,-0.15269862
CDKL5,-0.20970109,-0.25888476,-0.15328605,-0.250636,-0.070161976,-0.9803077,-0.38464227,-0.22132197,-0.20661084,-0.6449053,-0.3181241,-0.2885571,0.0027130544,-0.046470612,0.05912809,-0.038221866,0.14225218,-0.76789355,-0.17222813,-0.008907825,0.005803302,-0.43249118,-0.10570994,-0.07614297
CDK11A,-0.44015625,-0.52432823,-0.261543,-0.40480384,-0.5209347,-0.22703667,0.42648277,-0.41292158,-0.58727485,-0.12481338,-0.30762228,-0.8045749,-0.45780656,-0.54197854,-0.2791933,-0.42245415,-0.538585,-0.24468699,0.40883246,-0.43057188,-0.60492516,-0.1424637,-0.3252726,-0.8222252
NADK,-0.28441444,-0.043484837,0.055493154,-0.08045295,0.13441764,0.17981629,0.4675123,-0.09633624,-0.044094168,-0.08218375,0.03209778,-0.16005787,-0.1671404,0.07378922,0.1727672,0.036821105,0.2516917,0.29709035,0.58478636,0.020937815,0.073179886,0.035090305,0.14937183,-0.04278382
DLEC1,0.053596985,0.09635864,-0.33963376,0.089048706,0.12541968,0.62251043,0.12981312,-0.17152344,0.19013797,0.088446066,-0.3102159,0.19254094,0.048729375,0.091491036,-0.34450138,0.0841811,0.12055207,0.6176428,0.124945514,-0.17639105,0.18527035,0.08357846,-0.3150835,0.18767333
CYTH3,-1.2977288,-0.5735994,-0.13083808,-0.7864211,-0.3858756,-0.7390602,-0.7275787,-0.14676942,-1.4344476,-1.0833963,-0.6906509,-0.94315094,-1.1143532,-0.3902238,0.052537516,-0.6030455,-0.20250002,-0.5556846,-0.5442031,0.036606178,-1.251072,-0.9000207,-0.5072753,-0.75977534
SYPL1,0.18603528,0.05904114,-0.019814245,-0.02455587,-0.19900471,-0.09262231,-0.12877491,-0.12640357,0.16152987,0.12381281,0.15365945,0.017182652,0.18943481,0.062440675,-0.01641471,-0.021156333,-0.19560517,-0.089222774,-0.12537538,-0.123004034,0.1649294,0.12721235,0.15705898,0.020582188
CYB561,0.020203566,-0.23609698,-0.079904206,-0.21545814,0.13348071,-0.0145318825,-0.13478497,0.07662272,-0.35319826,-0.06090519,-0.046484154,-0.1636391,0.068746775,-0.18755376,-0.031361,-0.16691494,0.18202391,0.034011327,-0.08624176,0.12516592,-0.30465505,-0.012361981,0.0020590536,-0.11509589
SPAG9,-0.20062886,-0.21980387,0.35841584,-0.14925712,-0.22640796,-0.40687558,0.0895861,-0.15969229,-0.20363313,-0.34340385,0.045030396,0.018601026,-0.28929594,-0.30847096,0.26974875,-0.2379242,-0.31507504,-0.49554265,0.00091902167,-0.24835937,-0.29230022,-0.4320709,-0.043636683,-0.07006605
CELSR3,-0.74460757,-0.5412008,-0.5068282,-1.0851927,-0.85278034,-0.5936438,0.92139244,-0.63489115,-1.4110824,-0.88436174,-1.1935745,-0.55997556,-0.84238225,-0.6389755,-0.6046029,-1.1829673,-0.950555,-0.69141847,0.82361776,-0.73266584,-1.508857,-0.9821364,-1.2913492,-0.65775025
AASS,0.043676198,0.20872913,0.48826766,0.21193245,-0.11473108,-0.12556963,0.40711486,0.12473349,-0.22159609,-0.24163921,0.5423269,0.16180693,-0.42109257,-0.25603962,0.023498893,-0.25283632,-0.57949984,-0.5903384,-0.057653904,-0.34003526,-0.6863649,-0.70640796,0.07755816,-0.30296183
PLEKHG6,-0.1807637,0.9736149,-0.07000287,0.33652228,0.742237,0.4483036,0.33197412,0.15570024,0.4185728,0.31061822,0.07837738,0.2875559,-0.0004988313,1.1538798,0.11026201,0.5167872,0.92250186,0.6285685,0.512239,0.3359651,0.5988377,0.4908831,0.25864226,0.46782076
SS18L2,0.3027724,0.2600714,0.1466321,0.41999632,0.13252917,0.028914198,-0.36684304,0.17845774,0.43074453,0.011742291,0.07617865,0.14965932,0.23003098,0.18732998,0.07389068,0.3472549,0.059787743,-0.04382723,-0.43958446,0.10571631,0.3580031,-0.060999136,0.003437221,0.076917894
MPND,0.16301146,0.4803797,0.21538141,0.5784281,0.4744263,0.6682966,0.5953957,0.5685543,-0.019017974,0.576294,0.32554993,0.43915382,0.14259262,0.45996088,0.19496258,0.55800927,0.45400748,0.64787775,0.57497686,0.54813546,-0.03943681,0.5558752,0.3051311,0.418735
MGST1,0.7508969,0.5013516,0.5036553,0.47808063,0.4584426,0.65019906,0.59370553,0.2948488,0.98642254,0.8198293,0.55075175,0.52111256,0.70735306,0.4578078,0.46011153,0.43453684,0.4148988,0.60665524,0.5501617,0.251305,0.9428787,0.77628547,0.50720793,0.47756878
CRY1,-0.13305332,-0.3252423,0.003831445,-0.39938906,-0.01015627,0.12777223,0.2894638,-0.15600841,0.06548589,0.042586375,-0.09609597,-0.5445369,-0.079946,-0.272135,0.056938764,-0.34628174,0.042951047,0.18087955,0.3425711,-0.102901086,0.1185932,0.09569369,-0.042988654,-0.49142957
